Lat,Long,State
-41.1,131.68,None
-22.38,140.25,Queensland
-33.58,121.97,Western Australia
-36.6,121.46,None
-15.25,118.11,None
-13.0,114.86,None
-15.05,120.47,None
-20.65,148.23,Queensland
-20.78,145.54,Queensland
-34.06,116.58,Western Australia
-30.29,113.95,None
-39.48,113.35,None
-34.16,114.4,None
-31.66,145.7,New South Wales
-29.81,140.45,South Australia
-18.78,148.64,None
-26.0,143.94,Queensland
-35.37,149.25,New South Wales
-11.94,125.67,None
-17.04,114.62,None
-9.03,153.44,None
-30.42,139.13,South Australia
-12.9,129.5,None
-18.27,130.78,Northern Territory
-16.76,150.73,None
-40.31,135.97,None
-12.92,149.15,None
-39.68,128.13,None
-21.98,125.66,Western Australia
-31.65,128.21,Western Australia
-18.76,135.7,Northern Territory
-34.53,116.37,Western Australia
-17.04,120.19,None
-12.7,140.01,None
-20.63,135.38,Northern Territory
-24.25,146.05,Queensland
-41.45,117.07,None
-37.95,132.55,None
-29.76,113.83,None
-32.46,139.95,South Australia
-20.53,120.23,Western Australia
-24.03,126.85,Western Australia
-24.38,149.15,Queensland
-30.86,150.18,New South Wales
-33.95,116.77,Western Australia
-13.19,121.59,None
-32.62,131.81,None
-39.6,135.71,None
-25.69,113.29,None
-35.61,141.71,Victoria
-14.81,123.03,None
-29.69,152.67,New South Wales
-25.51,144.57,Queensland
-40.79,123.31,None
-33.78,126.55,None
-40.05,141.34,None
-12.48,123.24,None
-38.7,130.31,None
-11.19,114.82,None
-30.15,145.32,New South Wales
-25.6,140.98,Queensland
-29.48,128.42,Western Australia
-36.08,129.42,None
-18.88,125.0,Western Australia
-20.06,137.86,Northern Territory
-35.19,133.25,None
-39.67,135.08,None
-34.8,114.14,None
-13.95,128.82,None
-26.28,127.58,Western Australia
-13.65,113.8,None
-34.0,125.34,None
-31.92,144.77,New South Wales
-31.71,125.19,Western Australia
-21.37,144.03,Queensland
-14.27,126.05,None
-10.43,130.15,None
-40.73,129.38,None
-27.98,114.99,Western Australia
-15.6,146.09,None
-9.98,135.42,None
-37.04,116.07,None
-33.84,141.19,New South Wales
-25.87,118.04,Western Australia
-33.69,119.97,Western Australia
-16.17,150.55,None
-13.96,148.67,None
-23.61,115.41,Western Australia
-29.38,133.25,South Australia
-38.54,146.39,Victoria
-25.47,113.43,Western Australia
-26.74,126.19,Western Australia
-24.44,139.1,Queensland
-19.86,141.99,Queensland
-34.12,122.71,None
-15.37,140.49,None
-33.33,132.85,None
-9.44,149.1,None
-28.17,152.55,Queensland
-11.02,152.77,None
-25.95,139.54,Queensland
-18.83,118.65,None
-38.21,143.28,Victoria
-19.77,118.82,None
-28.48,146.14,Queensland
-41.09,115.56,None
-15.87,140.89,None
-18.95,131.14,Northern Territory
-17.66,120.5,None
-28.03,117.81,Western Australia
-13.31,126.95,None
-21.08,148.15,Queensland
-15.45,122.86,None
-25.02,116.66,Western Australia
-27.92,116.47,Western Australia
-37.14,133.67,None
-31.25,138.57,South Australia
-16.28,132.42,Northern Territory
-21.26,126.6,Western Australia
-23.09,118.28,Western Australia
-32.02,132.67,South Australia
-34.65,138.24,None
-25.24,135.19,Northern Territory
-21.11,144.37,Queensland
-41.75,121.15,None
-9.13,114.9,None
-26.11,117.17,Western Australia
-33.54,153.57,None
-38.78,115.78,None
-9.66,137.15,None
-32.67,130.04,None
-35.61,146.62,New South Wales
-20.67,147.0,Queensland
-26.44,137.87,South Australia
-18.24,126.06,Western Australia
-25.21,142.18,Queensland
-17.03,132.79,Northern Territory
-25.35,115.55,Western Australia
-42.91,130.46,None
-11.83,137.65,None
-21.34,116.14,Western Australia
-42.69,117.73,None
-22.32,140.74,Queensland
-34.07,143.58,New South Wales
-33.27,114.6,None
-37.14,142.74,Victoria
-16.24,119.02,None
-32.35,137.97,South Australia
-42.98,126.93,None
-24.76,118.96,Western Australia
-18.27,136.55,Northern Territory
-11.57,146.0,None
-22.2,126.85,Western Australia
-19.32,137.02,Northern Territory
-30.59,152.85,New South Wales
-16.28,143.05,Queensland
-40.73,116.06,None
-27.16,147.04,Queensland
-10.23,148.46,None
-16.57,148.22,None
-22.3,134.52,Northern Territory
-29.74,129.98,South Australia
-33.6,141.99,New South Wales
-25.58,150.14,Queensland
-15.63,145.42,None
-17.91,113.72,None
-14.64,136.5,None
-18.86,126.13,Western Australia
-35.95,120.2,None
-9.3,125.39,None
-14.41,133.25,Northern Territory
-14.78,138.64,None
-17.24,127.86,Western Australia
-37.84,129.43,None
-13.17,133.35,Northern Territory
-25.45,136.01,Northern Territory
-12.67,116.19,None
-35.88,133.71,None
-25.57,113.93,None
-13.33,120.56,None
-37.8,137.5,None
-31.85,114.06,None
-12.36,136.01,Northern Territory
-19.36,134.69,Northern Territory
-21.48,150.49,None
-29.37,122.67,Western Australia
-36.71,151.56,None
-31.51,126.08,Western Australia
-12.83,133.0,Northern Territory
-40.0,132.14,None
-20.35,128.88,Western Australia
-28.06,135.41,South Australia
-16.77,124.39,Western Australia
-37.95,119.2,None
-32.65,132.55,None
-33.6,135.67,South Australia
-37.09,128.49,None
-39.55,140.22,None
-13.12,135.02,Northern Territory
-37.83,129.5,None
-38.36,153.51,None
-14.37,133.78,Northern Territory
-9.37,137.38,None
-35.58,147.69,New South Wales
-11.83,132.87,Northern Territory
-18.62,153.14,None
-40.79,144.05,None
-41.17,131.7,None
-18.6,132.68,Northern Territory
-35.73,142.38,Victoria
-32.25,146.88,New South Wales
-16.57,125.72,Western Australia
-24.34,118.82,Western Australia
-35.82,121.0,None
-11.97,136.21,None
-11.96,136.0,None
-42.57,126.08,None
-28.36,140.04,South Australia
-34.61,152.14,None
-39.07,134.73,None
-21.04,119.91,Western Australia
-34.52,116.53,Western Australia
-34.75,134.12,None
-30.25,148.55,New South Wales
-25.98,118.17,Western Australia
-31.72,138.44,South Australia
-23.7,145.71,Queensland
-42.83,124.06,None
-16.88,114.74,None
-11.91,124.07,None
-29.02,150.8,New South Wales
-33.62,136.2,South Australia
-35.12,140.89,South Australia
-15.0,143.82,Queensland
-20.73,153.25,None
-32.81,153.47,None
-32.36,132.93,None
-15.37,137.86,None
-34.35,140.03,South Australia
-35.58,132.44,None
-32.97,152.82,None
-26.78,147.75,Queensland
-36.16,123.8,None
-26.75,135.64,South Australia
-22.21,136.23,Northern Territory
-42.47,119.36,None
-19.21,120.84,None
-26.56,118.62,Western Australia
-42.79,130.38,None
-31.98,141.1,New South Wales
-42.48,149.93,None
-35.24,139.74,South Australia
-16.46,152.76,None
-31.56,139.23,South Australia
-35.87,153.01,None
-22.79,125.58,Western Australia
-33.17,144.55,New South Wales
-35.75,149.93,New South Wales
-35.81,147.58,New South Wales
-9.85,114.46,None
-38.75,115.98,None
-32.88,123.18,Western Australia
-10.55,149.4,None
-33.42,149.0,New South Wales
-11.12,128.12,None
-10.5,146.35,None
-25.12,143.07,Queensland
-17.38,117.26,None
-27.81,124.98,Western Australia
-36.06,135.18,None
-9.5,120.1,None
-13.81,153.3,None
-37.69,130.72,None
-30.4,136.32,South Australia
-9.47,134.99,None
-11.75,114.15,None
-28.54,126.66,Western Australia
-16.12,140.24,None
-11.61,116.52,None
-32.84,122.3,Western Australia
-16.42,124.32,Western Australia
-21.45,120.04,Western Australia
-18.19,124.3,Western Australia
-20.42,117.14,None
-31.87,130.66,None
-12.99,119.62,None
-42.59,120.31,None
-20.67,118.78,Western Australia
-18.42,128.12,Western Australia
-38.02,151.67,None
-17.19,124.88,Western Australia
-41.97,118.2,None
-15.25,147.26,None
-13.92,118.46,None
-27.54,128.56,Western Australia
-34.46,133.16,None
-18.96,123.32,Western Australia
-9.03,132.59,None
-26.85,133.61,South Australia
-14.56,146.66,None
-36.21,125.27,None
-30.66,122.12,Western Australia
-24.24,135.84,Northern Territory
-27.04,150.56,Queensland
-28.4,147.16,Queensland
-13.79,141.62,Queensland
-28.61,137.47,South Australia
-32.48,131.62,None
-26.65,125.64,Western Australia
-40.11,120.13,None
-9.54,146.4,None
-30.84,117.56,Western Australia
-26.14,143.15,Queensland
-20.77,133.07,Northern Territory
-14.26,120.21,None
-34.11,118.75,Western Australia
-28.17,128.98,Western Australia
-37.05,114.68,None
-19.22,131.83,Northern Territory
-34.05,124.02,None
-10.33,124.47,None
-41.57,138.43,None
-22.72,152.08,None
-37.05,149.63,New South Wales
-28.06,129.39,South Australia
-12.6,142.31,Queensland
-36.45,142.37,Victoria
-24.76,138.46,Queensland
-17.85,152.85,None
-16.95,139.0,Queensland
-39.36,134.37,None
-23.56,136.62,Northern Territory
-25.12,146.33,Queensland
-41.59,116.81,None
-16.36,132.58,Northern Territory
-28.36,123.86,Western Australia
-21.49,119.24,Western Australia
-29.71,138.47,South Australia
-26.42,127.44,Western Australia
-20.54,115.78,None
-25.57,124.71,Western Australia
-14.72,152.51,None
-36.96,135.97,None
-22.06,136.36,Northern Territory
-13.57,113.13,None
-26.98,124.21,Western Australia
-30.67,135.65,South Australia
-35.16,131.61,None
-18.93,131.09,Northern Territory
-28.56,140.34,South Australia
-16.08,151.14,None
-13.66,129.72,None
-42.1,127.08,None
-18.75,132.46,Northern Territory
-36.19,138.54,None
-17.35,146.71,None
-18.2,123.64,Western Australia
-15.72,125.45,Western Australia
-9.05,126.95,None
-22.27,124.8,Western Australia
-12.55,126.87,None
-22.4,115.71,Western Australia
-31.14,121.55,Western Australia
-10.43,144.86,None
-24.48,141.43,Queensland
-35.82,129.67,None
-33.01,146.31,New South Wales
-26.1,130.14,South Australia
-13.83,136.07,None
-13.69,119.22,None
-28.25,122.28,Western Australia
-24.89,131.16,Northern Territory
-22.11,144.92,Queensland
-24.85,151.34,Queensland
-16.46,123.18,None
-32.73,135.58,South Australia
-42.82,114.75,None
-13.06,153.6,None
-17.0,139.76,None
-26.3,153.37,None
-28.54,125.88,Western Australia
-31.54,130.27,South Australia
-40.77,134.23,None
-27.25,149.03,Queensland
-25.95,138.32,Queensland
-35.84,151.24,None
-15.15,134.82,Northern Territory
-13.82,114.19,None
-15.3,141.31,None
-39.62,128.15,None
-35.27,128.1,None
-12.97,141.34,None
-42.64,115.23,None
-40.61,152.81,None
-16.68,139.51,None
-37.6,138.87,None
-14.18,126.06,None
-35.37,144.84,New South Wales
-42.87,132.16,None
-37.71,123.54,None
-18.98,150.12,None
-22.03,124.36,Western Australia
-34.4,120.51,None
-18.79,114.88,None
-13.93,116.53,None
-32.47,143.24,New South Wales
-34.69,129.66,None
-21.17,131.93,Northern Territory
-20.97,140.26,Queensland
-30.81,129.26,South Australia
-42.46,116.47,None
-39.73,140.41,None
-35.57,113.83,None
-39.7,151.66,None
-14.19,149.62,None
-21.85,118.77,Western Australia
-18.57,135.89,Northern Territory
-19.7,123.63,Western Australia
-36.27,127.84,None
-42.75,136.19,None
-17.29,120.62,None
-14.51,151.24,None
-26.75,135.67,South Australia
-17.88,116.5,None
-27.0,145.53,Queensland
-20.47,140.77,Queensland
-21.85,125.38,Western Australia
-26.33,134.79,South Australia
-14.98,137.95,None
-33.59,119.06,Western Australia
-41.51,151.13,None
-33.02,143.81,New South Wales
-9.32,133.16,None
-24.56,124.97,Western Australia
-16.02,150.95,None
-24.38,113.36,Western Australia
-36.16,113.21,None
-21.4,117.85,Western Australia
-13.65,125.27,None
-16.05,133.94,Northern Territory
-17.58,152.77,None
-9.9,134.01,None
-22.64,131.74,Northern Territory
-37.23,117.06,None
-40.77,119.67,None
-17.64,144.76,Queensland
-11.33,150.42,None
-42.64,149.3,None
-15.74,126.66,Western Australia
-18.88,147.73,None
-35.41,142.7,Victoria
-30.7,125.25,Western Australia
-26.54,151.78,Queensland
-42.76,117.46,None
-23.57,133.31,Northern Territory
-18.14,118.54,None
-10.76,118.77,None
-37.11,139.98,South Australia
-36.88,136.92,None
-12.41,151.9,None
-29.64,152.58,New South Wales
-18.5,124.45,Western Australia
-35.96,131.06,None
-16.51,146.33,None
-14.24,130.84,Northern Territory
-16.68,132.89,Northern Territory
-35.39,130.69,None
-9.81,135.09,None
-38.95,123.93,None
-30.73,130.73,South Australia
-39.06,143.86,None
-27.07,141.65,Queensland
-35.55,134.54,None
-25.06,117.47,Western Australia
-12.94,135.75,Northern Territory
-19.0,151.58,None
-17.57,115.94,None
-21.61,136.65,Northern Territory
-25.54,121.48,Western Australia
-12.24,135.18,None
-29.0,142.93,New South Wales
-31.59,132.77,South Australia
-20.96,135.32,Northern Territory
-29.17,135.5,South Australia
-42.35,145.55,Tasmania
-32.44,123.03,Western Australia
-37.06,127.27,None
-23.17,135.18,Northern Territory
-27.67,133.21,South Australia
-42.55,122.25,None
-17.12,146.7,None
-19.37,115.66,None
-12.95,144.69,None
-21.77,130.2,Northern Territory
-16.06,146.41,None
-29.97,115.47,Western Australia
-10.16,141.31,None
-23.11,120.63,Western Australia
-20.11,127.17,Western Australia
-40.29,134.15,None
-38.85,123.56,None
-32.4,123.29,Western Australia
-24.98,144.36,Queensland
-24.52,132.41,Northern Territory
-37.79,136.85,None
-20.98,133.39,Northern Territory
-36.13,143.22,Victoria
-29.59,150.19,New South Wales
-21.06,126.57,Western Australia
-24.87,119.75,Western Australia
-40.75,118.69,None
-13.35,140.84,None
-25.65,132.12,Northern Territory
-34.37,132.77,None
-17.53,149.09,None
-16.9,138.11,Queensland
-33.04,116.2,Western Australia
-24.12,150.7,Queensland
-10.67,131.98,None
-42.5,135.72,None
-15.73,116.89,None
-27.05,134.88,South Australia
-40.27,147.99,Tasmania
-13.23,144.61,None
-33.63,117.05,Western Australia
-24.6,138.76,Queensland
-12.68,152.73,None
-19.57,150.0,None
-25.52,123.96,Western Australia
-36.83,153.88,None
-9.69,153.69,None
-13.27,119.48,None
-15.23,120.71,None
-9.98,113.41,None
-26.54,119.23,Western Australia
-20.29,151.95,None
-39.98,124.34,None
-18.34,113.66,None
-30.69,119.25,Western Australia
-25.94,115.97,Western Australia
-31.01,126.96,Western Australia
-22.39,150.22,Queensland
-37.38,147.95,Victoria
-11.02,149.18,None
-38.85,146.36,Victoria
-12.82,123.54,None
-25.36,144.59,Queensland
-17.57,153.99,None
-16.57,140.81,None
-18.33,130.84,Northern Territory
-12.88,129.64,None
-21.51,117.86,Western Australia
-17.21,116.27,None
-33.0,147.39,New South Wales
-31.82,133.16,South Australia
-22.13,123.12,Western Australia
-27.76,113.88,None
-40.67,122.95,None
-32.25,149.97,New South Wales
-22.45,131.54,Northern Territory
-13.16,151.52,None
-37.35,115.59,None
-20.89,126.23,Western Australia
-29.82,113.16,None
-17.35,130.31,Northern Territory
-12.71,122.02,None
-14.08,125.31,None
-14.77,129.54,None
-27.32,129.51,South Australia
-25.29,140.91,Queensland
-16.8,118.33,None
-10.52,147.09,None
-27.88,131.04,South Australia
-30.42,143.56,New South Wales
-13.05,117.13,None
-26.03,138.49,South Australia
-24.07,131.42,Northern Territory
-35.71,135.18,None
-20.11,152.43,None
-34.03,116.54,Western Australia
-30.62,116.98,Western Australia
-28.95,135.04,South Australia
-32.77,140.23,South Australia
-39.24,152.84,None
-19.04,145.69,Queensland
-18.25,117.81,None
-19.04,134.21,Northern Territory
-13.69,114.9,None
-23.5,140.74,Queensland
-10.69,127.51,None
-30.75,122.55,Western Australia
-28.13,124.32,Western Australia
-12.65,143.92,None
-27.84,153.03,Queensland
-32.64,147.41,New South Wales
-33.32,149.94,New South Wales
-38.65,130.58,None
-24.16,116.43,Western Australia
-18.51,129.13,Northern Territory
-18.25,134.28,Northern Territory
-41.97,149.93,None
-13.74,113.18,None
-23.92,127.84,Western Australia
-10.87,151.0,None
-28.29,128.51,Western Australia
-26.37,129.49,South Australia
-24.42,122.4,Western Australia
-18.0,124.04,Western Australia
-28.56,137.99,South Australia
-21.63,145.44,Queensland
-23.48,146.36,Queensland
-30.84,121.7,Western Australia
-41.36,129.95,None
-30.04,128.85,Western Australia
-12.16,114.77,None
-39.41,113.56,None
-31.94,120.54,Western Australia
-37.2,143.45,Victoria
-27.97,120.61,Western Australia
-26.33,130.92,South Australia
-15.63,136.3,Northern Territory
-36.72,114.29,None
-33.45,123.11,Western Australia
-18.0,129.14,Northern Territory
-29.41,126.46,Western Australia
-16.48,151.49,None
-16.28,149.63,None
-17.43,139.73,None
-11.87,141.64,None
-24.89,153.48,None
-10.17,147.26,None
-34.25,142.33,New South Wales
-33.54,149.12,New South Wales
-27.74,132.98,South Australia
-19.46,134.13,Northern Territory
-21.39,126.98,Western Australia
-36.21,124.56,None
-9.38,139.43,None
-38.91,113.39,None
-21.64,138.28,Queensland
-30.97,143.04,New South Wales
-33.22,134.45,South Australia
-27.44,140.13,South Australia
-40.36,148.68,None
-10.56,128.64,None
-24.91,122.24,Western Australia
-34.76,130.36,None
-36.75,120.71,None
-13.6,116.85,None
-32.44,133.71,None
-34.48,128.24,None
-41.0,144.62,Tasmania
-27.06,115.5,Western Australia
-11.96,131.2,None
-29.7,141.88,New South Wales
-26.19,146.73,Queensland
-13.69,133.71,Northern Territory
-28.88,123.78,Western Australia
-21.6,120.76,Western Australia
-22.98,125.0,Western Australia
-24.43,141.96,Queensland
-39.94,143.5,None
-24.91,131.74,Northern Territory
-10.84,149.39,None
-17.21,113.99,None
-38.83,113.84,None
-22.55,152.77,None
-26.0,124.79,Western Australia
-21.27,151.71,None
-11.99,123.32,None
-27.68,113.6,None
-25.19,144.73,Queensland
-35.23,119.33,None
-24.7,153.06,None
-19.29,143.76,Queensland
-14.15,142.52,Queensland
-21.79,125.67,Western Australia
-14.31,114.51,None
-17.08,136.43,Northern Territory
-42.72,148.1,Tasmania
-25.58,143.73,Queensland
-28.34,113.66,None
-23.12,126.23,Western Australia
-17.59,122.88,Western Australia
-32.44,146.16,New South Wales
-14.53,114.2,None
-22.39,133.37,Northern Territory
-17.98,147.93,None
-18.71,117.36,None
-37.61,150.39,None
-19.28,118.47,None
-39.71,147.0,None
-39.61,121.2,None
-15.79,133.02,Northern Territory
-12.09,122.5,None
-37.96,148.89,None
-11.83,115.09,None
-39.95,147.34,None
-24.06,141.69,Queensland
-38.3,124.62,None
-30.17,134.8,South Australia
-28.72,118.11,Western Australia
-42.95,150.42,None
-27.02,121.88,Western Australia
-15.8,130.35,Northern Territory
-31.87,151.22,New South Wales
-11.94,123.22,None
-40.24,137.59,None
-23.13,120.15,Western Australia
-24.16,148.54,Queensland
-21.57,152.65,None
-13.3,149.23,None
-20.66,140.03,Queensland
-21.89,145.36,Queensland
-18.8,126.66,None
-28.87,113.52,None
-36.68,134.05,None
-35.44,141.05,Victoria
-32.39,138.92,South Australia
-34.7,115.32,None
-34.18,129.84,None
-16.62,119.82,None
-34.53,140.87,South Australia
-10.11,146.44,None
-40.15,121.71,None
-26.77,132.33,South Australia
-12.51,134.69,Northern Territory
-28.05,118.52,Western Australia
-22.65,137.83,Northern Territory
-23.5,118.58,Western Australia
-27.8,125.2,Western Australia
-11.43,117.26,None
-22.63,119.01,Western Australia
-39.02,147.9,None
-9.2,122.21,None
-34.09,118.32,Western Australia
-36.2,128.9,None
-34.0,121.06,None
-14.71,124.35,None
-30.27,115.73,Western Australia
-21.7,131.6,Northern Territory
-30.99,122.94,Western Australia
-21.13,131.11,Northern Territory
-18.25,135.8,Northern Territory
-27.8,123.24,Western Australia
-15.63,150.86,None
-38.75,115.74,None
-38.13,143.91,Victoria
-41.37,137.16,None
-37.44,126.39,None
-42.11,120.36,None
-37.98,119.46,None
-29.29,122.24,None
-30.92,121.58,None
-41.61,130.54,None
-24.01,121.83,None
-11.2,146.89,None
-39.41,124.9,None
-9.03,143.83,None
-27.96,147.01,None
-41.01,129.36,None
-12.0,140.86,None
-33.56,136.63,South Australia
-42.27,119.7,None
-16.28,122.55,None
-14.87,122.18,None
-15.59,137.43,None
-25.83,144.73,Queensland
-24.78,152.1,Queensland
-15.76,141.98,Queensland
-19.94,132.69,Northern Territory
-15.77,128.18,Western Australia
-26.5,125.1,Western Australia
-32.23,125.56,Western Australia
-9.1,146.3,None
-12.54,143.69,None
-38.18,148.09,None
-42.66,135.88,None
-38.04,146.26,Victoria
-27.9,151.79,Queensland
-31.35,121.9,Western Australia
-16.78,140.66,None
-21.11,137.81,Northern Territory
-23.18,141.9,Queensland
-40.44,121.82,None
-36.22,146.47,Victoria
-38.6,117.07,None
-9.44,143.81,None
-23.99,127.32,Western Australia
-42.41,125.63,None
-10.31,140.62,None
-27.52,129.45,South Australia
-12.09,137.87,None
-41.69,123.4,None
-32.28,147.37,New South Wales
-13.28,129.89,New South Wales
-42.48,145.95,New South Wales
-26.71,151.96,New South Wales
-13.89,144.33,New South Wales
-15.79,125.87,New South Wales
-28.53,140.47,New South Wales
-31.66,145.53,New South Wales
-28.09,117.02,New South Wales
-19.79,147.72,New South Wales
-21.38,131.02,New South Wales
-13.67,149.42,New South Wales
-34.17,142.79,New South Wales
-30.01,144.52,New South Wales
-29.26,135.66,New South Wales
-41.57,146.29,New South Wales
-11.35,121.47,New South Wales
-37.06,125.77,New South Wales
-22.84,152.0,New South Wales
-13.28,120.4,New South Wales
-32.76,114.96,New South Wales
-12.09,146.49,New South Wales
-24.09,152.36,New South Wales
-18.79,142.47,New South Wales
-33.78,150.72,New South Wales
-41.96,116.67,New South Wales
-34.35,115.65,New South Wales
-20.03,150.78,New South Wales
-37.97,139.11,None
-38.57,142.53,None
-29.29,151.14,New South Wales
-17.98,137.47,Northern Territory
-12.26,146.31,None
-18.91,149.37,None
-25.97,129.02,Northern Territory
-33.93,141.38,New South Wales
-27.61,138.67,South Australia
-38.07,150.4,South Australia
-11.98,116.63,South Australia
-22.15,143.03,South Australia
-14.12,116.75,South Australia
-17.85,129.7,South Australia
-14.6,134.42,South Australia
-27.03,137.56,South Australia
-12.49,125.96,South Australia
-27.24,123.46,South Australia
-26.55,116.36,South Australia
-25.99,120.81,South Australia
-17.75,136.02,South Australia
-24.31,120.44,South Australia
-27.83,136.6,South Australia
-14.77,139.29,South Australia
-19.39,127.46,South Australia
-24.16,121.99,South Australia
-24.91,143.84,South Australia
-33.18,146.81,South Australia
-40.13,130.38,South Australia
-20.4,151.0,South Australia
-35.14,149.26,South Australia
-22.16,150.77,South Australia
-18.27,147.78,South Australia
-33.42,135.12,South Australia
-20.93,152.97,South Australia
-30.75,116.84,South Australia
-18.92,129.69,South Australia
-12.22,118.27,South Australia
-40.4,152.94,South Australia
-25.54,120.87,South Australia
-24.97,113.41,South Australia
-33.95,141.45,South Australia
-32.99,136.23,South Australia
-34.0,136.91,South Australia
-15.11,115.09,South Australia
-10.14,147.92,South Australia
-38.88,130.79,South Australia
-37.99,129.75,South Australia
-30.38,127.58,South Australia
-27.86,143.53,South Australia
-17.45,122.22,South Australia
-10.23,128.72,South Australia
-38.56,115.22,South Australia
-29.06,144.23,South Australia
-25.35,145.0,South Australia
-15.09,128.69,None
-33.19,128.94,None
-21.25,115.9,Western Australia
-29.07,130.29,South Australia
-40.64,152.71,None
-16.73,147.11,None
-24.51,120.75,None
-30.34,143.91,None
-30.83,119.42,None
-36.78,153.22,None
-14.12,152.16,None
-13.17,140.35,None
-36.58,124.15,None
-21.78,135.93,None
-20.9,119.65,None
-27.35,149.4,None
-21.71,133.31,None
-30.39,139.21,None
-29.35,144.21,None
-17.03,123.12,None
-38.7,119.15,None
-42.98,138.7,None
-28.56,133.53,None
-42.84,121.58,None
-28.07,130.95,None
-19.94,151.71,None
-9.04,122.49,None
-33.37,134.92,None
-10.03,148.19,None
-13.06,140.82,None
-29.0,133.08,None
-13.68,116.79,None
-19.26,131.33,None
-17.45,120.39,None
-15.23,140.92,None
-29.99,153.52,None
-32.87,133.48,None
-21.99,133.75,None
-9.97,140.1,None
-20.71,148.89,None
-24.47,128.62,None
-33.15,127.88,None
-33.49,116.34,None
-10.07,149.1,None
-34.34,140.37,South Australia
-24.71,152.14,Queensland
-32.0,123.14,Western Australia
-16.67,139.4,None
-40.59,146.26,None
-42.18,134.1,None
-40.84,142.0,None
-10.94,135.34,None
-28.2,120.23,Western Australia
-21.49,135.16,Northern Territory
-42.28,132.08,None
-34.22,120.37,None
-20.91,134.59,Northern Territory
-34.31,114.54,None
-36.59,121.13,None
-11.48,131.1,Northern Territory
-35.6,121.86,None
-10.06,151.75,None
-39.21,147.3,None
-19.66,126.67,Western Australia
-20.48,145.79,Queensland
-17.49,136.52,Northern Territory
-24.19,142.47,Queensland
-10.64,143.9,None
-13.69,131.85,Northern Territory
-17.24,136.76,Northern Territory
-29.44,136.93,South Australia
-38.33,123.79,None
-38.56,142.03,None
-36.11,120.97,None
-30.15,125.3,None
-14.67,133.52,None
-14.52,138.01,None
-29.97,122.05,None
-28.78,141.4,None
-30.46,128.87,None
-24.46,140.23,None
-40.03,132.58,None
-10.77,140.76,None
-32.25,149.25,None
-19.7,113.43,None
-23.68,151.38,None
-30.81,148.67,None
-28.0,117.5,None
-26.69,129.48,None
-17.65,118.87,None
-40.43,152.11,None
-38.12,130.89,None
-19.31,114.71,None
-22.98,114.7,None
-29.47,125.2,None
-26.26,115.6,None
-32.12,124.63,None
-41.83,119.14,None
-40.04,126.67,None
-25.86,150.65,None
-15.11,132.93,None
-9.3,140.57,None
-19.02,145.1,None
-28.92,152.23,None
-21.09,124.36,None
-13.91,141.92,None
-21.4,113.31,None
-42.26,128.41,None
-25.68,136.19,None
-41.39,116.08,None
-25.81,137.23,None
-13.23,125.8,None
-14.12,115.1,None
-17.06,151.2,None
-20.89,116.89,None
-15.42,141.28,None
-13.6,122.95,None
-9.18,123.92,None
-33.28,140.15,None
-41.19,153.8,None
-37.38,117.69,None
-22.36,130.19,None
-25.77,145.04,None
-26.62,128.92,None
-15.91,117.16,None
-11.24,118.49,None
-42.27,126.68,None
-36.91,139.56,None
-16.04,143.8,None
-19.94,123.27,None
-28.68,118.95,None
-18.67,149.7,None
-32.58,151.59,None
-21.68,139.93,None
-29.13,140.42,None
-40.07,133.0,None
-23.41,135.0,None
-15.02,131.27,None
-10.18,147.42,None
-25.77,132.47,None
-9.75,138.06,None
-19.7,126.53,None
-10.14,114.5,None
-33.44,123.61,Western Australia
-31.82,126.77,Western Australia
-16.23,128.36,Western Australia
-34.12,148.25,New South Wales
-35.78,131.59,None
-17.16,152.61,None
-15.23,152.34,None
-32.47,116.85,Western Australia
-24.01,134.78,Northern Territory
-25.64,116.02,Western Australia
-35.01,131.5,None
-39.3,137.54,None
-13.89,120.94,None
-36.31,151.91,None
-39.38,131.16,None
-13.09,132.9,Northern Territory
-28.31,144.33,Queensland
-18.57,119.85,None
-34.62,117.39,Western Australia
-15.94,114.14,None
-19.13,151.38,None
-34.25,121.87,None
-16.22,151.25,None
-34.82,137.65,South Australia
-23.7,147.63,Queensland
-34.05,145.47,New South Wales
-9.25,122.88,None
-36.86,144.18,Victoria
-12.81,145.49,None
-42.61,133.39,None
-36.7,127.97,None
-42.93,118.14,None
-11.29,150.53,None
-41.11,151.55,None
-35.25,124.13,None
-22.15,127.82,Western Australia
-20.18,134.74,Northern Territory
-17.4,118.6,None
-32.3,116.73,Western Australia
-12.12,116.08,None
-11.13,135.17,None
-12.42,117.15,None
-25.53,135.59,Northern Territory
-29.79,125.15,Western Australia
-16.99,129.27,Northern Territory
-31.73,116.79,Western Australia
-39.07,139.09,None
-35.33,149.64,New South Wales
-21.74,114.65,None
-28.66,142.97,Queensland
-42.77,136.93,None
-12.98,118.7,None
-10.86,143.76,None
-16.66,117.23,None
-23.02,137.93,Northern Territory
-21.33,127.07,Western Australia
-34.11,152.29,None
-17.42,120.75,None
-26.18,138.99,South Australia
-23.63,150.6,Queensland
-22.79,114.47,Western Australia
-10.3,114.37,None
-20.8,138.6,Queensland
-30.45,128.57,Western Australia
-42.97,124.37,None
-35.7,125.87,None
-26.46,119.34,Western Australia
-20.8,143.63,Queensland
-36.23,133.98,None
-41.03,154.0,None
-38.09,131.11,None
